CODIGO_MANTENEDORA,RAZAO_SOCIAL,CNPJ,NATUREZA_JURIDICA,CODIGO_IES,NOME_INSTITUICAO,SIGLA,TELEFONE,SITE,EMAIL,ENDERECO,MUNICIPIO,UF,ORGANIZACAO_ACADEMICA,TIPO_CREDENCIAMENTO,CATEGORIA,CATEGORIA_ADMINISTRATIVA,DATA_CRIACAO,CI,ANO_CI,CI_EAD,ANO_CI_EAD,IGC,ANO_IGC,REITOR,REPRESENTANTE_LEGAL,SINALIZACOES,SITUACAO
904,FUNDACAO DE APOIO A ESCOLA TECNICA DO EST.RIO DE JANEIRO,31.608.763/0001-43,Pessoa Jurídica de Direito Público - Estadual,1357,INSTITUTO SUPERIOR DE EDUCAÇÃO DO RIO DE JANEIRO (ISERJ),ISERJ,(21) 23341749,www.iserj.net,direcao.dg@iserj.edu.br,Rua Mariz e Barros - 273 - CEP: 20270-003 - Praça da Bandeira,Rio de Janeiro,RJ,Faculdade,Presencial - Superior,Publica,Pública Estadual,1998-10-15,-,,-,,3,2019,,,,Ativa
709,AUTARQUIA EDUCACIONAL DE AFOGADOS DA INGAZEIRA-AEDAI,11.479.037/0001-60,Pessoa Jurídica de Direito Público - Municipal,5054,INSTITUTO SUPERIOR DE EDUCAÇÃO DO SERTÃO DO PAJEÚ (ISESP),ISESP,,,aedai@zaz.com.br,Rua Doutor Osvaldo Gouveia - s/n - CEP: 56800-000 - Centro,Afogados da Ingazeira,PE,Faculdade,Presencial - Superior,Publica,Pública Municipal,2003-09-18,-,,-,,-,,,,,Ativa
904,FUNDACAO DE APOIO A ESCOLA TECNICA DO EST.RIO DE JANEIRO,31.608.763/0001-43,Pessoa Jurídica de Direito Público - Estadual,5018,INSTITUTO SUPERIOR DE EDUCAÇÃO PROFESSOR ALDO MUYLAERT (ISEPAM),ISEPAM,(22)27315896,http://www.faetec.rj.gov.br/desup,direcaogeralisepam@gmail.com,Avenida Alair Ferreira - 37 - CEP: 28100-000 - Turf Club,Campos dos Goytacazes,RJ,Faculdade,Presencial - Superior,Publica,Pública Estadual,2001-08-15,-,,-,,3,2021,,,,Ativa
904,FUNDACAO DE APOIO A ESCOLA TECNICA DO EST.RIO DE JANEIRO,31.608.763/0001-43,Pessoa Jurídica de Direito Público - Estadual,5015,INSTITUTO SUPERIOR DE TECNOLOGIA EM HORTICULTURA (ISTHORTICULTURA),ISTHORTICULTURA,,www.faetec.rj.gov.br,ist.campos@faetec.rj.gov.br,Avenida Wilson Batista - s/n - CEP: 28060-560 - Parque Aldeia,Campos dos Goytacazes,RJ,Faculdade,Presencial - Superior,Publica,Pública Estadual,2002-03-18,-,,-,,-,,,,,Ativa
392,COMANDO DA AERONAUTICA,00.394.429/0020-73,Pessoa Jurídica de Direito Público - Federal,602,INSTITUTO TECNOLÓGICO DE AERONÁUTICA (ITA),ITA,(12) 3947 5732,www.ita.br,chefeidg@ita.br,Praça Mal. Eduardo Gomes - 50 - CEP: 12228-900 - Vila das Acácias,São José dos Campos,SP,Faculdade,Presencial - Superior,Publica,Pública Federal,1950-01-17,5,2022,-,,5,2021,,,,Ativa
16658,UNIVERSIDADE DA INTEGRACAO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA,12.397.930/0001-00,Pessoa Jurídica de Direito Público - Federal,15497,UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA (UNILAB),UNILAB,(85) 3332 1410,www.unilab.edu.br,gabinete@unilab.edu.br,Av. da Abolição - 03 - CEP: 62790-000 - Centro,Redenção,CE,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,2010-07-21,4,2017,5,2022,4,2021,,,,Ativa
2,FUNDACAO UNIVERSIDADE DE BRASILIA,00.038.174/0001-43,Pessoa Jurídica de Direito Público - Federal,2,UNIVERSIDADE DE BRASÍLIA (UNB),UNB,(61)3107-0254,www.unb.br,unb@unb.br,Campus Universitário Darcy Ribeiro - s/n - CEP: 70910-900 - Asa Norte,Brasília,DF,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1962-01-16,5,2020,5,2023,5,2021,,,,Ativa
283,FUNDACAO UNIVERSIDADE DE PERNAMBUCO,11.022.597/0001-91,Pessoa Jurídica de Direito Público - Estadual,409,UNIVERSIDADE DE PERNAMBUCO (UPE),UPE,(81) 31833778,www.upe.br,prograd@upe.br,Avenida Agamenon Magalhães - S/N - CEP: 50100-010 - Santo Amaro,Recife,PE,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1960-05-31,-,,4,2016,4,2021,,,,Ativa
73,FESURV - UNIVERSIDADE DE RIO VERDE,01.815.216/0001-78,Pessoa Jurídica de Direito Público - Municipal,3974,UNIVERSIDADE DE RIO VERDE (FESURV),FESURV,(64) 3611 2205,www.unirv.edu.br,reitoria@unirv.edu.br,Fazenda Fontes do Saber - S/N - CEP: 75901-970 - Campus Universitário,Rio Verde,GO,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Municipal,1973-08-31,-,,-,,3,2021,,,,Ativa
15715,UNIVERSIDADE DE SAO PAULO,63.025.530/0001-04,Pessoa Jurídica de Direito Público - Estadual,55,UNIVERSIDADE DE SÃO PAULO (USP),USP,(11) 3091 3500,www.usp.br,gr@usp.br,Rua da Reitoria - 374 - CEP: 05508-220 - Butantã,São Paulo,SP,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1934-01-25,-,,5,2019,-,,,,,Ativa
18343,UNIVERSIDADE DO DISTRITO FEDERAL PROFESSOR JORGE AMAURY MAIA NUNES - UNDF,43.061.297/0001-08,Pessoa Jurídica de Direito Público - Estadual,27103,UNIVERSIDADE DO DISTRITO FEDERAL (UnDF),UnDF,(61)34628865,universidade.df.gov.br,reitoria@undf.edu.br,Parque Capital Digital Lote 4 - 2º andar - CEP: 70635-815 - Zona Industrial,Brasília,DF,Universidade,Presencial - Superior,Publica,Pública Estadual,2021-07-27,-,,-,,-,,,,,Ativa
36,UNIVERSIDADE DO ESTADO DA BAHIA,14.485.841/0001-40,Pessoa Jurídica de Direito Público - Estadual,40,UNIVERSIDADE DO ESTADO DA BAHIA (UNEB),UNEB,(71) 3117-2354 (71) 3117-2734,www.uneb.br,asmlima@uneb.br,Rua Silveira Martins - 2555 - CEP: 41150-000 - Cabula,Salvador,BA,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1983-06-01,-,,-,,4,2021,,,,Ativa
482,FUNDACAO UNIVERSIDADE DO ESTADO DE MATO GROSSO,01.367.770/0001-30,Pessoa Jurídica de Direito Público - Estadual,719,Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT (UNEMAT),UNEMAT,(65) 3221 0000,www.unemat.br,reitoriaunemat@unemat.br; regulacao@unemat.br,Avenida Tancredo Neves 1095 - 1095 - CEP: 78217-900 - Cavalhada III,Cáceres,MT,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1978-07-20,-,,4,2014,3,2021,,,,Ativa
112,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,65.172.579/0001-15,Pessoa Jurídica de Direito Público - Estadual,1036,UNIVERSIDADE DO ESTADO DE MINAS GERAIS (UEMG),UEMG,(31) 3916-0471,www.uemg.br,gabinete@uemg.br,Rodovia Prefeito Américo Renê Gianetti - 3701 - CEP: 31630-900 - Serra Verde,Belo Horizonte,MG,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1994-07-22,-,,4,2023,3,2021,,,,Ativa
3666,GOVERNO DO ESTADO DO AMAPA,00.394.577/0001-25,Pessoa Jurídica de Direito Público - Estadual,5701,UNIVERSIDADE DO ESTADO DO AMAPÁ (UEAP),UEAP,(96) 2101-0515,www.ueap.edu.br,heryka.nogueira@ueap.edu.br,Avenida Presidente Getúlio Vargas - 650 - CEP: 68900-070 - Central,Macapá,AP,Universidade,Presencial - Superior,Publica,Pública Estadual,2006-05-31,-,,-,,3,2021,,,,Ativa
2015,UNIVERSIDADE DO ESTADO DO AMAZONAS,04.280.196/0001-76,Pessoa Jurídica de Direito Público - Estadual,3172,UNIVERSIDADE DO ESTADO DO AMAZONAS (UEA),UEA,92-3214-5774 / 92-3214-5775,www.uea.edu.br,gabinetechefia@uea.edu.br,Avenida Djalma Batista - 2490 - CEP: 69005-010 - Flores,Manaus,AM,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,2001-01-12,-,,3,2023,3,2021,,,,Ativa
34,UNIVERSIDADE DO ESTADO DO PARA UEP,34.860.833/0001-44,Pessoa Jurídica de Direito Público - Estadual,38,UNIVERSIDADE DO ESTADO DO PARÁ (UEPA),UEPA,(91)3244-8957 / (91) 3299-2202,www.uepa.br,gabinete@uepa.br,Travessa Djalma Dutra - S/N - CEP: 66113-010 - Telégrafo Sem Fio,Belém,PA,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1993-05-18,-,,3,2014,SC,2014,,,,Ativa
379,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,33.540.014/0001-57,Pessoa Jurídica de Direito Público - Estadual,547,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO (UERJ),UERJ,(21) 2334-0652,www.uerj.br,reitoria@uerj.br;chefiagabinetesr1@gmail.com,Rua São Francisco Xavier - 524 - CEP: 20559-900 - MARACANÃ,Rio de Janeiro,RJ,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1950-12-04,-,,4,2016,4,2021,,,,Ativa
55,FUNDACAO UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE - FUERN,08.258.295/0001-02,Pessoa Jurídica de Direito Público - Estadual,71,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE (UERN),UERN,(84) 3315 2139 / (84)3315-2148,www.uern.br,reitoria@uern.br;secretaria@uern.br,Rua Almino Afonso - 478 - CEP: 59610-210 - CENTRO,Mossoró,RN,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1968-09-28,-,,-,,4,2021,,,,Ativa
382,UNIVERSIDADE ESTADUAL DA PARAIBA,12.671.814/0001-37,Pessoa Jurídica de Direito Público - Estadual,550,UNIVERSIDADE ESTADUAL DA PARAÍBA (UEPB),UEPB,(83) 33153303,www.uepb.edu.br,reitoria@setor.uepb.edu.br,Avenida das Baraúnas - 351 - CEP: 58109-763 - Bodocongó,Campina Grande,PB,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1966-03-15,-,,3,2020,3,2021,,,,Ativa
17134,UNIVERSIDADE ESTADUAL DA REGIAO TOCANTINA DO MARANHAO,26.677.304/0001-81,Pessoa Jurídica de Direito Público - Estadual,23410,UNIVERSIDADE ESTADUAL DA REGIÃO TOCANTINA DO MARANHÃO (UEMASUL),UEMASUL,99-35284225,,,Rua Godofredo Viana - 1300 - CEP: 65901-480 - Centro,Imperatriz,MA,Universidade,Presencial - Superior,Publica,Pública Estadual,2016-11-04,-,,-,,3,2021,,,,Ativa
335,UNIVERSIDADE ESTADUAL DE ALAGOAS,02.436.870/0001-33,Pessoa Jurídica de Direito Público - Estadual,5242,UNIVERSIDADE ESTADUAL DE ALAGOAS - UNEAL (UNEAL),UNEAL,(82)3521-3019,www.uneal.edu.br,gabinete@uneal.edu.br,Rua Governador Luiz Cavalcante - s/n - CEP: 57312-270 - Alto do Cruzeiro,Arapiraca,AL,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,2006-12-22,-,,3,2022,3,2021,,,,Ativa
12575,UNIVERSIDADE ESTADUAL DE CAMPINAS,46.068.425/0001-33,Pessoa Jurídica de Direito Público - Estadual,54,UNIVERSIDADE ESTADUAL DE CAMPINAS (UNICAMP),UNICAMP,(19) 3521 4722,www.unicamp.br,reitor@reitoria.unicamp.br,Cidade Universitária - S/N - CEP: 13083-970 - BARÃO GERALDO,Campinas,SP,Universidade,Presencial - Superior,Publica,Pública Estadual,1962-12-28,-,,-,,5,2021,,,,Ativa
32,UNIVERSIDADE ESTADUAL DE CIENCIAS DA SAUDE DE ALAGOAS - UNCISAL,12.517.793/0001-08,Pessoa Jurídica de Direito Público - Estadual,32,UNIVERSIDADE ESTADUAL DE CIÊNCIAS DA SAÚDE DE ALAGOAS - UNCISAL (UNCISAL),UNCISAL,(82) 33156705 / (82) 33156702,www.uncisal.edu.br,reitoria@uncisal.edu.br,Rua Jorge de Lima - 113 - CEP: 57010-300 - Trapiche da Barra,Maceió,AL,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1970-03-15,-,,3,2013,3,2021,,,,Ativa
438,UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA,14.045.546/0001-73,Pessoa Jurídica de Direito Público - Estadual,666,UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA (UEFS),UEFS,75 3161 8193,www.uefs.br,procuradoriaeducacional@uefs.br,Av Transnordestina - S/N - CEP: 44036-900 - Novo Horizonte,Feira de Santana,BA,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1970-01-24,-,,4,2016,4,2021,,,,Ativa
42,UNIVERSIDADE ESTADUAL DE GOIAS,01.112.580/0001-71,Pessoa Jurídica de Direito Público - Estadual,47,UNIVERSIDADE ESTADUAL DE GOIÁS (UEG),UEG,62 3328 1433,www.ueg.br,reitor@ueg.br,Rodovia BR 153 - 3105 - CEP: 75132-903 - Fazenda Barreiro do Meio,Anápolis,GO,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1999-04-20,-,,5,2017,3,2021,,,,Ativa
37,SECRET DE EST CIENCIA TECNOLOGIA E ENSINO SUPERIOR SETI,77.046.951/0001-26,Pessoa Jurídica de Direito Público - Estadual,9,UNIVERSIDADE ESTADUAL DE LONDRINA (UEL),UEL,(43) 3371-4311,www.uel.br,proplandaai@uel.br;reitoria@uel.br;mrtvii@uel.br,Rodovia Celso Garcia Cid Pr 445 Km 380 - - CEP: 86057-970 - Campus Universitário,Londrina,PR,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1970-01-28,-,,-,,4,2021,,,,Ativa
37,SECRET DE EST CIENCIA TECNOLOGIA E ENSINO SUPERIOR SETI,77.046.951/0001-26,Pessoa Jurídica de Direito Público - Estadual,57,UNIVERSIDADE ESTADUAL DE MARINGÁ (UEM),UEM,(44)3011-4240;44-3011-4280; 44-3011-5142,www.uem.br,sec-pld@uem.br;sec-gre@uem.br;aaconstantino@uem.br;pld-pi@uem.br,Avenida Colombo - 5790 - CEP: 87020-900 - Zona 7,Maringá,PR,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1969-11-10,-,,4,2023,4,2021,,,,Ativa
729,SECRETARIA DE ESTADO DE EDUCACAO DE MATO GROSSO DO SUL,02.585.924/0001-22,Pessoa Jurídica de Direito Público - Estadual,1028,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL (UEMS),UEMS,(67) 3902-2360,www.uems.br,cilene@uems.br;pi@uems.br,Cidade Universitária de Dourados - s/n - CEP: 79804-970 - Cidade Universitária,Dourados,MS,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1993-12-22,-,,4,2019,3,2021,,,,Ativa
256,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,22.675.359/0001-00,Pessoa Jurídica de Direito Público - Estadual,367,UNIVERSIDADE ESTADUAL DE MONTES CLAROS (UNIMONTES),UNIMONTES,(38) 3229 8101,http://www.unimontes.br,gabinete.reitor@unimontes.br,Campus Universitário Prof. Darcy Ribeiro - Avenida Rui Braga - s/n - CEP: 39401-089 - Vila Mauricéia,Montes Claros,MG,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1962-05-24,-,,4,2014,4,2021,,,,Ativa
37,SECRET DE EST CIENCIA TECNOLOGIA E ENSINO SUPERIOR SETI,77.046.951/0001-26,Pessoa Jurídica de Direito Público - Estadual,730,UNIVERSIDADE ESTADUAL DE PONTA GROSSA (UEPG),UEPG,(42)32203000 / (42)32203300,www.uepg.br,gabinetedareitoria@uepg.br,Av. Carlos Cavalcanti - 4748 - CEP: 84030-900 - Uvaranas,Ponta Grossa,PR,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1966-03-18,-,,3,2013,4,2021,,,,Ativa
15705,UNIVERSIDADE ESTADUAL DE RORAIMA,08.240.695/0001-90,Pessoa Jurídica de Direito Público - Estadual,5077,UNIVERSIDADE ESTADUAL DE RORAIMA (UERR),UERR,95-2121-0934,www.uerr.edu.br,registro@uerr.edu.br,Avenida Sete de Setembro - 231 - CEP: 69306-530 - Canarinho,Boa Vista,RR,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,2018-06-04,-,,-,,3,2021,,,,Ativa
24,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,40.738.999/0001-95,Pessoa Jurídica de Direito Público - Estadual,24,UNIVERSIDADE ESTADUAL DE SANTA CRUZ (UESC),UESC,73 3680 5311,www.uesc.br,reitoria@uesc.br,KM 16 DA RODOVIA ILHÉUS ITABUNA - S/N - CEP: 45662-900 - Salobrinho,Ilhéus,BA,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1991-12-05,-,,4,2019,4,2021,,,,Ativa
29,FUNDACAO UNIVERSIDADE ESTADUAL DO CEARA FUNECE,07.885.809/0001-97,Pessoa Jurídica de Direito Público - Estadual,29,UNIVERSIDADE ESTADUAL DO CEARÁ (UECE),UECE,(85)31019886,www.uece.br,reitor@uece.br,Av. Dr. Silas Munguba - 1700 - CEP: 60740-000 - Serrinha,Fortaleza,CE,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1975-03-13,-,,4,2016,4,2021,,,,Ativa
37,SECRET DE EST CIENCIA TECNOLOGIA E ENSINO SUPERIOR SETI,77.046.951/0001-26,Pessoa Jurídica de Direito Público - Estadual,1126,UNIVERSIDADE ESTADUAL DO CENTRO OESTE (UNICENTRO),UNICENTRO,(42) 3621-1000,www.unicentro.br,webmail@unicentro.br,Rua Salvatore Renna - 875 - CEP: 85015-430 - Santa Cruz,Guarapuava,PR,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1968-07-15,-,,4,2016,4,2021,,,,Ativa
390,UNIVERSIDADE ESTADUAL DO MARANHAO,06.352.421/0001-68,Pessoa Jurídica de Direito Público - Estadual,568,UNIVERSIDADE ESTADUAL DO MARANHÃO (UEMA),UEMA,(98)3245 5461,www.uema.br,reitoria@uema.br,"Cidade Universitária, Paulo VI, UEMA, Tirirical. - S/N - CEP: 65055-970 - Tirirical",São Luís,MA,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1972-08-22,-,,4,2023,3,2021,,,,Ativa
37,SECRET DE EST CIENCIA TECNOLOGIA E ENSINO SUPERIOR SETI,77.046.951/0001-26,Pessoa Jurídica de Direito Público - Estadual,15015,Universidade Estadual do Norte do Paraná (UENP),UENP,(43)3511-3200,http://www.uenp.edu.br,gabinete@uenp.edu.br,Avenida Getúlio Vargas - 850 - CEP: 86400-000 - Centro,Jacarezinho,PR,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,2010-12-08,-,,4,2022,4,2021,,,,Ativa
15622,UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO - UENF,04.809.688/0001-06,Pessoa Jurídica de Direito Público - Estadual,1027,UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO (UENF),UENF,22-2739-7010,www.uenf.br,prograd@uenf.br,Avenida Alberto Lamego - 2000 - CEP: 28013-602 - Parque Califórnia,Campos dos Goytacazes,RJ,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1993-06-24,-,,4,2019,4,2021,,,,Ativa
16798,UNIVERSIDADE ESTADUAL DO OESTE DO PARANA,78.680.337/0001-84,Pessoa Jurídica de Direito Público - Estadual,609,UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ (UNIOESTE),UNIOESTE,4532203060,www.unioeste.br,gabinete@unioeste.br,RUA UNIVERSITÁRIA - 1619 - CEP: 85819-110 - JARDIM UNIVERSITÁRIO,Cascavel,PR,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1987-01-16,-,,4,2013,4,2021,Paulo Sergio Wolff,,,Ativa
37,SECRET DE EST CIENCIA TECNOLOGIA E ENSINO SUPERIOR SETI,77.046.951/0001-26,Pessoa Jurídica de Direito Público - Estadual,18492,Universidade Estadual do Paraná (UNESPAR),UNESPAR,41 32817333,www.unespar.edu.br,salete.sirino@unespar.edu.br;jorgemarcos.santos@unespar.edu.br,Avenida Rio Grande do Norte - 858 - CEP: 87701-020 - Centro,Paranavaí,PR,Universidade,Presencial - Superior,Publica,Pública Estadual,2013-12-05,-,,-,,3,2021,,,,Ativa
512,FUNDACAO UNIVERSIDADE ESTADUAL DO PIAUI FUESPI,07.471.758/0001-57,Pessoa Jurídica de Direito Público - Estadual,756,UNIVERSIDADE ESTADUAL DO PIAUÍ (UESPI),UESPI,(86) 32137855 /(86)3213-8080,www.uespi.br,censo.uespi.tn@gmail.com,Rua João Cabral - 2231 - CEP: 64002-150 - PIRAJÁ,Teresina,PI,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1988-08-01,-,,3,2023,3,2021,,,,Ativa
16399,UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL,04.732.975/0001-65,Pessoa Jurídica de Direito Público - Estadual,3336,UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL (UERGS),UERGS,(51) 3288 9005,www.uergs.edu.br,gabinete@uergs.edu.br,Rua Washington Luiz - 675 - CEP: 90010-460 - Centro Histórico,Porto Alegre,RS,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,2001-07-11,-,,-,,4,2021,,,,Ativa
457,AUTARQUIA UNIVERSIDADE DO SUDOESTE,13.069.489/0001-08,Pessoa Jurídica de Direito Público - Estadual,688,UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA (UESB),UESB,(77) 3424 8728,www.uesb.br,ga@uesb.edu.br,Estrada do Bem Querer - KM 04 - S/N - CEP: 45083-900 - Zona Rural,Vitória da Conquista,BA,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1980-12-30,-,,3,2019,4,2021,,,,Ativa
573,FUNDACAO UNIVERSIDADE DO TOCANTINS - UNITINS,01.637.536/0001-85,Pessoa Jurídica de Direito Público - Estadual,829,UNIVERSIDADE ESTADUAL DO TOCANTINS (UNITINS),UNITINS,(63) 3218 2939 ou 3218-4909,www.unitins.br,augusto.rc@unitins.br; arlenes.ds@unitins.br;,108 Sul Al. 11 - 03 - CEP: 77020-122 - Centro,Palmas,TO,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1990-02-21,-,,-,,3,2021,,,,Ativa
17109,UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO,48.031.918/0001-24,Pessoa Jurídica de Direito Público - Estadual,56,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO (UNESP),UNESP,(11) 5627.0233,www.unesp.br,alexandre.pazoti@unesp.br,Rua Quirino de Andrade - 215 - CEP: 01049-010 - Centro,São Paulo,SP,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1976-01-30,-,,4,2022,5,2021,,,,Ativa
75,UNIVERSIDADE ESTADUAL VALE DO ACARAU,07.821.622/0001-20,Pessoa Jurídica de Direito Público - Estadual,95,UNIVERSIDADE ESTADUAL VALE DO ACARAÚ (UVA),UVA,(88) 3677-4229 / (88) 3677-4223,www.uva.ce.gov.br,reitoria@uvanet.br,AVENIDA PADRE FRANCISCO SADOC DE ARAÚJO - 850 - CEP: 62040-370 - JERÔNIMO DE MEDEIROS PRADO,Sobral,CE,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1968-11-26,-,,-,,3,2021,,,,Ativa
15594,UNIVERSIDADE FEDERAL DA BAHIA,15.180.714/0001-04,Pessoa Jurídica de Direito Público - Federal,578,UNIVERSIDADE FEDERAL DA BAHIA (UFBA),UFBA,(71) 3283-7072 e 3283-7045,www.portal.ufba.br,gabinete@ufba.br,RUA AUGUSTO VIANA - S/N - CEP: 40110-909 - CANELA,Salvador,BA,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1946-04-12,5,2023,5,2023,4,2021,,,,Ativa
14750,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL - UFFS,11.234.780/0001-50,Pessoa Jurídica de Direito Público - Federal,15121,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL (UFFS),UFFS,(49) 2049 3702 ou 3705 ou 3100,http://www.uffs.edu.br/,gabinete@uffs.edu.br,"Rodovia SC 484, Km 2 - S/N - CEP: 89815-899 - Fronteira Sul",Chapecó,SC,Universidade,Presencial - Superior,Publica,Pública Federal,2009-09-17,-,,-,,4,2021,,,,Ativa
15600,UNIVERSIDADE FEDERAL DA INTEGRACAO LATINO-AMERICANA,11.806.275/0001-33,Pessoa Jurídica de Direito Público - Federal,15001,UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA (UNILA),UNILA,+55 (45) 3522-9695,http://www.unila.edu.br/,reitoria.gabinete@unila.edu.br,Avenida Tancredo Neves - 3147 - CEP: 85867-000 - Itaipu B,Foz do Iguaçu,PR,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,2010-01-13,4,2016,-,,4,2021,,,,Ativa
15590,UNIVERSIDADE FEDERAL DA PARAIBA,24.098.477/0001-10,Pessoa Jurídica de Direito Público - Federal,579,UNIVERSIDADE FEDERAL DA PARAÍBA (UFPB),UFPB,(83) 3216 7150,www.ufpb.br,pi@reitoria.ufpb.br; cra@prg.ufpb.br,Cidade Universitária - s/n - CEP: 58051-900 - Castelo Branco,João Pessoa,PB,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1955-12-04,4,2013,4,2016,4,2021,,,,Ativa
15601,UNIVERSIDADE FEDERAL DE ALAGOAS,24.464.109/0001-48,Pessoa Jurídica de Direito Público - Federal,577,UNIVERSIDADE FEDERAL DE ALAGOAS (UFAL),UFAL,(82) 3214 1767,www.ufal.edu.br,gr@reitoria.ufal.br;pi@reitoria.ufal.br,Av. Lourival de Melo Mota - s/n - CEP: 57072-970 - TABULEIRO DO MARTINS,Maceió,AL,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1961-01-27,4,2018,4,2019,4,2021,,,,Ativa
15031,UNIVERSIDADE FEDERAL DE ALFENAS - UNIFAL-MG,17.879.859/0001-15,Pessoa Jurídica de Direito Público - Federal,595,UNIVERSIDADE FEDERAL DE ALFENAS (UNIFAL-MG),UNIFAL-MG,(35)37019004,www.unifal-mg.edu.br,reitoria@unifal-mg.edu.br,Rua Gabriel Monteiro da Silva - 700 - CEP: 37130-001 - Centro,Alfenas,MG,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1915-09-11,4,2017,3,2019,4,2021,,,,Ativa
14341,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,(83) 2101 1467,www.ufcg.edu.br,reitor@ufcg.edu.br,Universidade Federal de Campina Grande - 882 - CEP: 58429-900 - Universitário,Campina Grande,PB,Universidade,Presencial - Superior,Publica,Pública Federal,2002-04-10,3,2009,-,,4,2021,,,,Ativa
